FishID,dataset,mig.bool2,mig.bool,stray.bool2,stray.bool,prbt,old.std.prbt,F1,HybridClasses3,HC3.int,HybridClasses2,HC2.int
PIT_713601,migration,0,0,0,NA,0.042461005,-0.378464656,NA,LHyb,2,WCT/LHyb,1
PIT_79011,migration,0,0,0,NA,0.326797386,1.275278724,NA,LHyb,2,WCT/LHyb,1
PIT_79008,migration,0,0,0,NA,0.00117096,-0.6186138,NA,WCT,1,WCT/LHyb,1
PIT_139315,migration,0,0,0,NA,0.000866551,-0.620384289,NA,WCT,1,WCT/LHyb,1
PIT_139322,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_79024,migration,0,0,0,NA,0.269617706,0.94271306,NA,LHyb,2,WCT/LHyb,1
PIT_79032,migration,0,0,0,NA,0.000891266,-0.620240543,NA,WCT,1,WCT/LHyb,1
PIT_89132,migration,0,0,0,NA,0.001694915,-0.615566399,NA,WCT,1,WCT/LHyb,1
PIT_79035,migration,0,0,0,NA,0.229493892,0.709346892,NA,LHyb,2,WCT/LHyb,1
PIT_713630,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_79003,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_79057,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_133980,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_134034,migration,0,0,0,NA,0.287215412,1.045063979,NA,LHyb,2,WCT/LHyb,1
PIT_79046,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_713721,migration,0,0,0,NA,0.000896057,-0.620212678,NA,WCT,1,WCT/LHyb,1
PIT_89521,migration,0,0,0,NA,0.224950884,0.68292407,NA,LHyb,2,WCT/LHyb,1
PIT_79050,migration,0,0,0,NA,0.00088968,-0.620249767,NA,WCT,1,WCT/LHyb,1
PIT_713752,migration,0,0,0,NA,0.221402214,0.662284469,NA,LHyb,2,WCT/LHyb,1
PIT_79076,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_79051,migration,0,0,0,NA,0.000902527,-0.620175047,NA,WCT,1,WCT/LHyb,1
PIT_139141,migration,0,0,0,NA,0.227069351,0.695245395,NA,LHyb,2,WCT/LHyb,1
PIT_79053,migration,0,0,0,NA,0.248653501,0.820782074,NA,LHyb,2,WCT/LHyb,1
PIT_79054,migration,0,0,0,NA,0.296208531,1.097369319,NA,LHyb,2,WCT/LHyb,1
PIT_79058,migration,0,0,0,NA,0.543256997,2.534240548,NA,HHyb,3,HHyb,2
PIT_615806,migration,0,0,0,NA,0.511111111,2.347275215,NA,HHyb,3,HHyb,2
PIT_79056,migration,0,0,0,NA,0.206650831,0.576488195,NA,LHyb,2,WCT/LHyb,1
PIT_79065,migration,0,0,0,NA,0.001079914,-0.619143338,NA,WCT,1,WCT/LHyb,1
PIT_137838,migration,0,0,0,NA,0.001831502,-0.614771988,NA,WCT,1,WCT/LHyb,1
PIT_89238,migration,0,0,0,NA,0.194128788,0.5036581,NA,LHyb,2,WCT/LHyb,1
PIT_79060,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_713779,migration,0,0,0,NA,0.155381944,0.278300597,NA,LHyb,2,WCT/LHyb,1
PIT_137843,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_79069,migration,0,0,0,NA,0.001362398,-0.617500368,NA,WCT,1,WCT/LHyb,1
PIT_87968,migration,0,0,0,NA,0.002835539,-0.608932357,NA,WCT,1,WCT/LHyb,1
PIT_89466,migration,0,0,0,NA,0.002808989,-0.609086776,NA,WCT,1,WCT/LHyb,1
PIT_79028,migration,0,0,0,NA,0.000869565,-0.620366759,NA,WCT,1,WCT/LHyb,1
PIT_79071,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_79067,migration,0,0,0,NA,0.188135593,0.468800772,NA,LHyb,2,WCT/LHyb,1
PIT_10647,migration,0,0,0,NA,0.000865052,-0.620393008,NA,WCT,1,WCT/LHyb,1
PIT_137839,migration,0,0,0,NA,0.002272727,-0.612205757,NA,WCT,1,WCT/LHyb,1
PIT_87945,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_79078,migration,0,0,0,NA,0.287321063,1.045678461,NA,LHyb,2,WCT/LHyb,1
PIT_87698,migration,0,0,0,NA,0.000892857,-0.62023129,NA,WCT,1,WCT/LHyb,1
PIT_89497,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_10686,migration,0,0,0,NA,0.005376344,-0.594154651,NA,LHyb,2,WCT/LHyb,1
PIT_89271,migration,0,0,0,NA,0.604753521,2.891913629,NA,HHyb,3,HHyb,2
PIT_79072,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_510700,migration,0,0,0,NA,0.015799257,-0.533533413,NA,LHyb,2,WCT/LHyb,1
PIT_615157,migration,0,0,0,NA,0.264347826,0.912062641,NA,LHyb,2,WCT/LHyb,1
PIT_713679,migration,0,0,0,NA,0.344076655,1.375777565,NA,LHyb,2,WCT/LHyb,1
PIT_79077,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_79066,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_79075,migration,0,0,0,NA,0.18375,0.4432935,NA,LHyb,2,WCT/LHyb,1
PIT_89348,migration,0,0,0,NA,0.000884956,-0.620277243,NA,WCT,1,WCT/LHyb,1
PIT_79012,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_137844,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_79016,migration,0,0,0,NA,0.272466539,0.959282304,NA,LHyb,2,WCT/LHyb,1
PIT_79098,migration,0,0,0,NA,0.002688172,-0.609789466,NA,WCT,1,WCT/LHyb,1
PIT_713655,migration,0,0,0,NA,0.000865052,-0.620393008,NA,WCT,1,WCT/LHyb,1
PIT_79059,migration,0,0,0,NA,0.319410319,1.232314426,NA,LHyb,2,WCT/LHyb,1
PIT_79082,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_87838,migration,0,0,0,NA,0.00088968,-0.620249767,NA,WCT,1,WCT/LHyb,1
PIT_137794,migration,0,0,0,NA,0.001457726,-0.616945926,NA,WCT,1,WCT/LHyb,1
PIT_96215,migration,0,0,0,NA,0.002024291,-0.613650698,NA,WCT,1,WCT/LHyb,1
PIT_96155,migration,0,0,0,NA,0.221340388,0.66192488,NA,LHyb,2,WCT/LHyb,1
PIT_89308,migration,0,0,0,NA,0.00088968,-0.620249767,NA,WCT,1,WCT/LHyb,1
PIT_615286,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_713547,migration,0,0,0,NA,0.126363636,0.109525731,NA,LHyb,2,WCT/LHyb,1
PIT_615085,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_96136,migration,0,0,0,NA,0.21858864,0.645920297,NA,LHyb,2,WCT/LHyb,1
PIT_96138,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_615782,migration,0,0,0,NA,0.077348066,-0.175556235,NA,LHyb,2,WCT/LHyb,1
PIT_96145,migration,0,0,0,NA,0.051215278,-0.327548481,NA,LHyb,2,WCT/LHyb,1
PIT_615339,migration,0,0,0,NA,0.054347826,-0.309329108,NA,LHyb,2,WCT/LHyb,1
PIT_96141,migration,0,0,0,NA,0.00297619,-0.60811431,NA,WCT,1,WCT/LHyb,1
PIT_89309,migration,0,0,0,NA,0.247826087,0.81596971,NA,LHyb,2,WCT/LHyb,1
PIT_10655,migration,0,0,0,NA,0.034031414,-0.427492432,NA,LHyb,2,WCT/LHyb,1
PIT_96174,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_96225,migration,0,0,0,NA,0.002392344,-0.611510046,NA,WCT,1,WCT/LHyb,1
PIT_615426,migration,0,0,0,NA,0.000875657,-0.620331327,NA,WCT,1,WCT/LHyb,1
PIT_616125,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_271724,migration,0,0,0,NA,0.22591944,0.688557339,NA,LHyb,2,WCT/LHyb,1
PIT_87692,migration,0,0,0,NA,0.000894454,-0.620222001,NA,WCT,1,WCT/LHyb,1
PIT_139110,migration,0,0,0,NA,0.000866551,-0.620384289,NA,WCT,1,WCT/LHyb,1
PIT_96157,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_96189,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_96200,migration,0,0,0,NA,0.000875657,-0.620331327,NA,WCT,1,WCT/LHyb,1
PIT_96213,migration,0,0,0,NA,0.278280543,0.99309743,NA,LHyb,2,WCT/LHyb,1
PIT_615321,migration,0,0,0,NA,0.002004008,-0.613768667,NA,WCT,1,WCT/LHyb,1
PIT_87778,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_271698,migration,0,0,0,NA,0.002369668,-0.611641934,NA,WCT,1,WCT/LHyb,1
PIT_96364,migration,0,0,0,NA,0.029462738,-0.454064542,NA,LHyb,2,WCT/LHyb,1
PIT_96149,migration,0,0,0,NA,0.17733564,0.405986612,NA,LHyb,2,WCT/LHyb,1
PIT_87827,migration,0,0,0,NA,0.000894454,-0.620222001,NA,WCT,1,WCT/LHyb,1
PIT_96178,migration,0,0,0,NA,0.223752151,0.675952058,NA,LHyb,2,WCT/LHyb,1
PIT_96156,migration,0,0,0,NA,0.000863558,-0.620401697,NA,WCT,1,WCT/LHyb,1
PIT_87821,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_615329,migration,0,0,0,NA,0.233590734,0.733174744,NA,LHyb,2,WCT/LHyb,1
PIT_615364,migration,0,0,0,NA,0.007272727,-0.583125001,NA,LHyb,2,WCT/LHyb,1
PIT_271705,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_96380,migration,0,0,0,NA,0.026678141,-0.470260179,NA,LHyb,2,WCT/LHyb,1
PIT_271670,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_87708,migration,0,0,0,NA,0.000894454,-0.620222001,NA,WCT,1,WCT/LHyb,1
PIT_713611,migration,0,0,0,NA,0.288561525,1.052893176,NA,LHyb,2,WCT/LHyb,1
PIT_87905,migration,0,0,0,NA,0.000857633,-0.620436158,NA,WCT,1,WCT/LHyb,1
PIT_96196,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_96139,migration,0,0,0,NA,0.008333333,-0.576956356,NA,LHyb,2,WCT/LHyb,1
PIT_137869,migration,0,0,0,NA,0.013204225,-0.548626512,NA,LHyb,2,WCT/LHyb,1
PIT_223304,migration,0,0,0,NA,0.000984252,-0.619699722,NA,WCT,1,WCT/LHyb,1
PIT_96217,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_271713,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_87796,migration,0,0,0,NA,0.000902527,-0.620175047,NA,WCT,1,WCT/LHyb,1
PIT_87755,migration,0,0,0,NA,0.014440433,-0.541436539,NA,LHyb,2,WCT/LHyb,1
PIT_139083,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_223252,migration,0,0,0,NA,0.035928144,-0.416460763,NA,LHyb,2,WCT/LHyb,1
PIT_96210,migration,0,0,0,NA,0.252747253,0.844591955,NA,LHyb,2,WCT/LHyb,1
PIT_96185,migration,0,0,0,NA,0.104130809,-0.019783752,NA,LHyb,2,WCT/LHyb,1
PIT_271816,migration,0,0,0,NA,0.217272727,0.638266748,NA,LHyb,2,WCT/LHyb,1
PIT_96186,migration,0,0,0,NA,0.000927644,-0.620028963,NA,WCT,1,WCT/LHyb,1
PIT_615484,migration,0,0,0,NA,0.295918367,1.095681681,NA,LHyb,2,WCT/LHyb,1
PIT_615355,migration,0,0,0,NA,0.25,0.828613516,NA,LHyb,2,WCT/LHyb,1
PIT_96164,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_96182,migration,0,0,0,NA,0.200862069,0.54281988,NA,LHyb,2,WCT/LHyb,1
PIT_96162,migration,0,0,0,NA,0.0008726,-0.620349107,NA,WCT,1,WCT/LHyb,1
PIT_87986,migration,0,0,0,NA,0.088724584,-0.109388686,NA,LHyb,2,WCT/LHyb,1
PIT_137840,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_96094,migration,0,0,0,NA,0.017301038,-0.524798828,NA,LHyb,2,WCT/LHyb,1
PIT_616013,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_96184,migration,0,0,0,NA,0.001838235,-0.614732828,NA,WCT,1,WCT/LHyb,1
PIT_96134,migration,0,0,0,NA,0.127865961,0.11826348,NA,LHyb,2,WCT/LHyb,1
PIT_87981,migration,0,0,0,NA,0.000862069,-0.620410357,NA,WCT,1,WCT/LHyb,1
PIT_96343,migration,0,0,0,NA,0.002512563,-0.610810835,NA,WCT,1,WCT/LHyb,1
PIT_87995,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_87987,migration,0,0,0,NA,0.007853403,-0.579747702,NA,LHyb,2,WCT/LHyb,1
PIT_96037,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_615305,migration,0,0,0,NA,0.001231527,-0.618261534,NA,WCT,1,WCT/LHyb,1
PIT_96143,migration,0,0,0,NA,0.012903226,-0.550377168,NA,LHyb,2,WCT/LHyb,1
PIT_271781,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_87976,migration,0,0,0,NA,0.000902527,-0.620175047,NA,WCT,1,WCT/LHyb,1
PIT_96179,migration,0,0,0,NA,0.058467742,-0.285367054,NA,LHyb,2,WCT/LHyb,1
PIT_87937,migration,0,0,0,NA,0.000868056,-0.620375536,NA,WCT,1,WCT/LHyb,1
PIT_96381,migration,0,0,0,NA,0.002583979,-0.610395468,NA,WCT,1,WCT/LHyb,1
PIT_96208,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_96163,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_615360,migration,0,0,0,NA,0.040145985,-0.391929162,NA,LHyb,2,WCT/LHyb,1
PIT_253782,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_253791,migration,0,0,0,NA,0.000902527,-0.620175047,NA,WCT,1,WCT/LHyb,1
PIT_96147,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_96342,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_96228,migration,0,0,0,NA,0.000976563,-0.619744443,NA,WCT,1,WCT/LHyb,1
PIT_96194,migration,0,0,0,NA,0.256521739,0.866544936,NA,LHyb,2,WCT/LHyb,1
PIT_87989,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_96199,migration,0,0,0,NA,0.013227513,-0.548491065,NA,LHyb,2,WCT/LHyb,1
PIT_96150,migration,0,0,0,NA,0.030195382,-0.449803374,NA,LHyb,2,WCT/LHyb,1
PIT_96170,migration,0,0,0,NA,0.007575758,-0.581362527,NA,LHyb,2,WCT/LHyb,1
PIT_96220,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_87919,migration,0,0,0,NA,0.017117117,-0.52586854,NA,LHyb,2,WCT/LHyb,1
PIT_36760,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_89512,migration,0,0,0,NA,0.000896057,-0.620212678,NA,WCT,1,WCT/LHyb,1
PIT_615405,migration,0,0,0,NA,0.006386861,-0.588277332,NA,LHyb,2,WCT/LHyb,1
PIT_87965,migration,0,0,0,NA,0.003466205,-0.605264309,NA,WCT,1,WCT/LHyb,1
PIT_79071,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_87959,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_89479,migration,0,0,0,NA,0.01396648,-0.544193122,NA,LHyb,2,WCT/LHyb,1
PIT_36753,migration,0,0,0,NA,0.008605852,-0.575371345,NA,LHyb,2,WCT/LHyb,1
PIT_96045,migration,0,0,0,NA,0.075197889,-0.188061989,NA,LHyb,2,WCT/LHyb,1
PIT_713741,migration,0,0,0,NA,0.195732839,0.512987503,NA,LHyb,2,WCT/LHyb,1
PIT_89537,migration,0,0,0,NA,0.250437828,0.83115999,NA,LHyb,2,WCT/LHyb,1
PIT_36798,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_616219,migration,0,0,0,NA,0.004456328,-0.599505603,NA,WCT,1,WCT/LHyb,1
PIT_36792,migration,0,0,0,NA,0.281746032,1.013253238,NA,LHyb,2,WCT/LHyb,1
PIT_36787,migration,0,0,0,NA,0.002207506,-0.612585092,NA,WCT,1,WCT/LHyb,1
PIT_36831,migration,0,0,0,NA,0.248263889,0.818516032,NA,LHyb,2,WCT/LHyb,1
PIT_87879,migration,0,0,0,NA,0.102970297,-0.026533466,NA,LHyb,2,WCT/LHyb,1
PIT_36773,migration,0,0,0,NA,0.003610108,-0.604427347,NA,WCT,1,WCT/LHyb,1
PIT_713773,migration,0,0,0,NA,0.320069204,1.2361466,NA,LHyb,2,WCT/LHyb,1
PIT_36758,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_36801,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_615332,migration,0,0,0,NA,0.000980392,-0.619722173,NA,WCT,1,WCT/LHyb,1
PIT_96044,migration,0,0,0,NA,0.314285714,1.202508948,NA,LHyb,2,WCT/LHyb,1
PIT_36811,migration,0,0,0,NA,0.430927835,1.880917159,NA,LHyb,2,WCT/LHyb,1
PIT_96098,migration,0,0,0,NA,0.2175,0.639588603,NA,LHyb,2,WCT/LHyb,1
PIT_253906,migration,0,0,0,NA,0.29202773,1.073053148,NA,LHyb,2,WCT/LHyb,1
PIT_36818,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_616179,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_36768,migration,0,0,0,NA,0.035776614,-0.417342085,NA,LHyb,2,WCT/LHyb,1
PIT_36825,migration,0,0,0,NA,0.002212389,-0.612556692,NA,WCT,1,WCT/LHyb,1
PIT_36785,migration,0,0,0,NA,0.277586207,0.989059067,NA,LHyb,2,WCT/LHyb,1
PIT_36814,migration,0,0,0,NA,0.001805054,-0.614925814,NA,WCT,1,WCT/LHyb,1
PIT_615859,migration,0,0,0,NA,0.034050179,-0.427383292,NA,LHyb,2,WCT/LHyb,1
PIT_36807,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_10647,migration,0,0,0,NA,0.000865052,-0.620393008,NA,WCT,1,WCT/LHyb,1
PIT_616147,migration,0,0,0,NA,0.00088968,-0.620249767,NA,WCT,1,WCT/LHyb,1
PIT_36739,migration,0,0,0,NA,0.00092081,-0.620068711,NA,WCT,1,WCT/LHyb,1
PIT_713688,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_36800,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_36795,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_36751,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_253827,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_87968,migration,0,0,0,NA,0.002835539,-0.608932357,NA,WCT,1,WCT/LHyb,1
PIT_137839,migration,0,0,0,NA,0.002272727,-0.612205757,NA,WCT,1,WCT/LHyb,1
PIT_016055,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_89521,migration,0,0,0,NA,0.224950884,0.68292407,NA,LHyb,2,WCT/LHyb,1
PIT_713579,migration,0,0,0,NA,0.175087108,0.39290881,NA,LHyb,2,WCT/LHyb,1
PIT_137874,migration,0,0,0,NA,0.125438596,0.104145558,NA,LHyb,2,WCT/LHyb,1
PIT_36822,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_36744,migration,0,0,0,NA,0.000892857,-0.62023129,NA,WCT,1,WCT/LHyb,1
PIT_36779,migration,0,0,0,NA,0.287931034,1.049226145,NA,LHyb,2,WCT/LHyb,1
PIT_36834,migration,0,0,0,NA,0.036521739,-0.413008325,NA,LHyb,2,WCT/LHyb,1
PIT_253750,migration,0,0,0,NA,0.028419183,-0.460134016,NA,LHyb,2,WCT/LHyb,1
PIT_36799,migration,0,0,0,NA,0.115749526,0.047792462,NA,LHyb,2,WCT/LHyb,1
PIT_615542,migration,0,0,0,NA,0.146706587,0.227843409,NA,LHyb,2,WCT/LHyb,1
PIT_713645,migration,0,0,0,NA,0.352173913,1.422872442,NA,LHyb,2,WCT/LHyb,1
PIT_615549,migration,0,0,0,NA,0.198782961,0.530727474,NA,LHyb,2,WCT/LHyb,1
PIT_139129,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_96050,migration,0,0,0,NA,0.036206897,-0.414839494,NA,LHyb,2,WCT/LHyb,1
PIT_96402,migration,0,0,0,NA,0.249559083,0.826049076,NA,LHyb,2,WCT/LHyb,1
PIT_36748,migration,0,0,0,NA,0.001834862,-0.614752446,NA,WCT,1,WCT/LHyb,1
PIT_223473,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_615650,migration,0,0,0,NA,0,-0.625424281,NA,WCT,1,WCT/LHyb,1
PIT_713687,migration,0,0,0,NA,0.226795096,0.693650286,NA,LHyb,2,WCT/LHyb,1
PIT_79013,migration,0,0,0,NA,0.244648318,0.797487325,NA,LHyb,2,WCT/LHyb,1
PIT_253783,migration,0,0,0,NA,0.081896552,-0.149101553,NA,LHyb,2,WCT/LHyb,1
ABB1,clint,1,NA,0,0,NA,NA,NA,HHyb,3,HHyb,2
ABB2,clint,1,NA,0,0,NA,NA,NA,HHyb,3,HHyb,2
ABB3,clint,1,NA,0,0,NA,NA,NA,HHyb,3,HHyb,2
ABB4,clint,1,NA,0,0,NA,NA,NA,HHyb,3,HHyb,2
ABB5,clint,1,NA,0,0,NA,NA,NA,HHyb,3,HHyb,2
ABB6,clint,1,NA,0,0,NA,NA,NA,HHyb,3,HHyb,2
ABB7,clint,1,NA,0,0,NA,NA,NA,HHyb,3,HHyb,2
ABB8,clint,1,NA,0,0,NA,NA,NA,HHyb,3,HHyb,2
ABB9,clint,1,NA,0,0,NA,NA,NA,HHyb,3,HHyb,2
ABB10,clint,1,NA,0,0,NA,NA,NA,HHyb,3,HHyb,2
ABB11,clint,1,NA,0,0,NA,NA,NA,HHyb,3,HHyb,2
ABB12,clint,1,NA,0,0,NA,NA,NA,HHyb,3,HHyb,2
ABB13,clint,1,NA,0,0,NA,NA,NA,HHyb,3,HHyb,2
ABB14,clint,1,NA,1,1,NA,NA,NA,HHyb,3,HHyb,2
ABB15,clint,1,NA,1,1,NA,NA,NA,HHyb,3,HHyb,2
ABB16,clint,1,NA,1,1,NA,NA,NA,HHyb,3,HHyb,2
ABB17,clint,1,NA,1,1,NA,NA,NA,HHyb,3,HHyb,2
ABB18,clint,1,NA,1,1,NA,NA,NA,HHyb,3,HHyb,2
ABB19,clint,1,NA,1,1,NA,NA,NA,HHyb,3,HHyb,2
ABB20,clint,1,NA,1,1,NA,NA,NA,HHyb,3,HHyb,2
ABB21,clint,1,NA,1,1,NA,NA,NA,HHyb,3,HHyb,2
ABB22,clint,1,NA,1,1,NA,NA,NA,HHyb,3,HHyb,2
ABB23,clint,1,NA,1,1,NA,NA,NA,HHyb,3,HHyb,2
ABB24,clint,1,NA,1,1,NA,NA,NA,HHyb,3,HHyb,2
ABB25,clint,1,NA,1,1,NA,NA,NA,HHyb,3,HHyb,2
ABB26,clint,1,NA,1,1,NA,NA,NA,HHyb,3,HHyb,2
IVY1,clint,1,NA,0,0,NA,NA,NA,HHyb,3,HHyb,2
IVY2,clint,1,NA,0,0,NA,NA,NA,HHyb,3,HHyb,2
IVY3,clint,1,NA,0,0,NA,NA,NA,HHyb,3,HHyb,2
IVY4,clint,1,NA,0,0,NA,NA,NA,HHyb,3,HHyb,2
IVY5,clint,1,NA,1,1,NA,NA,NA,HHyb,3,HHyb,2
IVY6,clint,1,NA,1,1,NA,NA,NA,HHyb,3,HHyb,2
IVY7,clint,1,NA,1,1,NA,NA,NA,HHyb,3,HHyb,2
IVY8,clint,1,NA,1,1,NA,NA,NA,HHyb,3,HHyb,2
IVY9,clint,1,NA,1,1,NA,NA,NA,HHyb,3,HHyb,2
IVY10,clint,1,NA,1,1,NA,NA,NA,HHyb,3,HHyb,2
IVY11,clint,1,NA,1,1,NA,NA,NA,HHyb,3,HHyb,2
TYO1,clint,1,NA,1,1,NA,NA,NA,HHyb,3,HHyb,2
TYO2,clint,1,NA,1,1,NA,NA,NA,HHyb,3,HHyb,2
COLT1,clint,1,NA,0,0,NA,NA,NA,WCT,1,WCT/LHyb,1
MOO1,clint,1,NA,0,0,NA,NA,NA,WCT,1,WCT/LHyb,1
MOO2,clint,1,NA,0,0,NA,NA,NA,WCT,1,WCT/LHyb,1
MOO3,clint,1,NA,0,0,NA,NA,NA,WCT,1,WCT/LHyb,1
MOO4,clint,1,NA,1,1,NA,NA,NA,WCT,1,WCT/LHyb,1
MOR1,clint,1,NA,0,0,NA,NA,NA,WCT,1,WCT/LHyb,1
MOR2,clint,1,NA,1,1,NA,NA,NA,WCT,1,WCT/LHyb,1
MOR3,clint,1,NA,1,1,NA,NA,NA,WCT,1,WCT/LHyb,1
TEE1,clint,1,NA,0,0,NA,NA,NA,WCT,1,WCT/LHyb,1
TEE2,clint,1,NA,0,0,NA,NA,NA,WCT,1,WCT/LHyb,1
TEE3,clint,1,NA,0,0,NA,NA,NA,WCT,1,WCT/LHyb,1
TEE4,clint,1,NA,0,0,NA,NA,NA,WCT,1,WCT/LHyb,1
TEE5,clint,1,NA,0,0,NA,NA,NA,WCT,1,WCT/LHyb,1